room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
9368773,34546002,Shared room,,42,35,5.0,16,1.0,25.0,,36.12003,-115.212203,2017-03-11 00:45:31.160180
9391696,34546002,Shared room,,42,9,5.0,16,1.0,25.0,,36.120967,-115.212172,2017-03-11 00:45:31.157611
9391572,34546002,Shared room,,42,16,4.5,16,1.0,25.0,,36.121397,-115.212097,2017-03-11 00:45:31.155304
9397067,34546002,Shared room,,42,7,5.0,16,1.0,25.0,,36.121733,-115.212425,2017-03-11 00:45:31.151432
9405928,34546002,Shared room,,42,12,5.0,16,1.0,25.0,,36.12193,-115.211389,2017-03-11 00:45:31.147765
16403269,34546002,Shared room,,42,1,0.0,16,1.0,20.0,,36.12026,-115.211318,2017-03-11 00:45:31.143698
17388410,53183649,Shared room,,6,0,0.0,2,1.0,15.0,,36.195633,-115.195343,2017-03-11 00:45:31.141003
10582806,22423707,Shared room,,10,4,5.0,1,1.0,12.0,,36.129335,-115.203215,2017-03-11 00:45:31.136911
9388704,34546002,Shared room,,42,19,5.0,16,1.0,25.0,,36.121839,-115.211221,2017-03-11 00:45:30.145555
9390636,34546002,Shared room,,42,16,5.0,16,1.0,25.0,,36.12204,-115.212809,2017-03-11 00:45:30.143269
14339851,29112012,Shared room,,16,1,0.0,1,1.0,21.0,,36.128516,-115.119381,2017-03-11 00:45:30.140781
9408151,34546002,Shared room,,42,4,5.0,16,1.0,25.0,,36.120265,-115.211162,2017-03-11 00:45:30.137312
14339634,29112012,Shared room,,15,2,0.0,1,1.0,21.0,,36.127802,-115.117811,2017-03-11 00:45:30.134496
13851282,28081475,Shared room,,41,0,0.0,2,1.0,15.0,,35.977927,-115.160737,2017-03-11 00:45:30.129889
15853402,61027465,Shared room,,20,1,0.0,1,1.0,35.0,,36.098225,-115.12649,2017-03-11 00:45:30.127051
9135238,30499726,Shared room,,16,39,4.0,1,1.0,19.0,,36.116719,-115.146268,2017-03-11 00:45:30.122275
9261688,13759047,Shared room,,16,14,4.5,8,1.0,26.0,,36.131394,-115.119052,2017-03-11 00:45:30.119155
16517045,108580596,Shared room,,12,2,0.0,2,1.0,20.0,,36.1156,-115.045998,2017-03-11 00:45:30.116549
9410714,34546002,Shared room,,42,10,5.0,16,1.0,25.0,,36.121349,-115.212149,2017-03-11 00:45:30.113987
17224837,107594002,Shared room,,2,0,0.0,2,1.0,26.0,,36.151335,-115.342032,2017-03-11 00:45:30.111238
9407426,34546002,Shared room,,42,8,5.0,16,1.0,25.0,,36.121919,-115.21285,2017-03-11 00:45:30.108501
9393679,34546002,Shared room,,42,13,5.0,16,1.0,25.0,,36.122031,-115.212046,2017-03-11 00:45:30.105996
14029176,13759047,Shared room,,16,11,4.5,4,1.0,31.0,,36.130861,-115.12506,2017-03-11 00:45:30.101669
13915910,29112012,Shared room,,15,15,4.5,1,1.0,21.0,,36.131102,-115.116515,2017-03-11 00:45:30.099082
14339016,29112012,Shared room,,15,8,5.0,1,1.0,21.0,,36.129655,-115.118449,2017-03-11 00:45:30.085081
14029163,13759047,Shared room,,16,9,4.0,3,1.0,16.0,,36.130995,-115.122532,2017-03-11 00:45:28.675901
13564672,33280346,Shared room,,16,1,0.0,2,1.0,30.0,,36.132927,-115.159867,2017-03-11 00:45:28.673523
14370980,9370403,Shared room,,8,11,3.5,2,1.0,20.0,,36.090785,-115.23153,2017-03-11 00:45:28.671236
13223371,22542106,Shared room,,16,1,0.0,1,1.0,14.0,,36.125715,-115.140656,2017-03-11 00:45:28.667765
16605605,75831933,Shared room,,8,2,0.0,2,1.0,25.0,,36.093901,-115.242154,2017-03-11 00:45:28.664706
9393329,34546002,Shared room,,42,39,5.0,16,1.0,25.0,,36.121708,-115.204985,2017-03-11 00:45:28.660674
9880414,27623686,Shared room,,42,16,4.5,2,1.0,38.0,,36.113903,-115.187022,2017-03-11 00:45:28.657716
10207974,9815622,Shared room,,18,1,0.0,1,1.0,25.0,,36.087698,-115.026443,2017-03-11 00:45:28.655211
7903704,22372667,Shared room,,35,18,4.5,3,1.0,26.0,,36.013268,-115.288287,2017-03-11 00:45:28.652807
13916217,29112012,Shared room,,15,0,0.0,2,1.0,18.0,,36.130507,-115.117756,2017-03-11 00:45:28.648625
9303549,29112012,Shared room,,15,26,4.5,1,1.0,21.0,,36.131403,-115.118002,2017-03-11 00:45:28.646005
11164237,58071990,Shared room,,16,7,3.5,2,1.0,26.0,,36.119617,-115.144817,2017-03-11 00:45:28.642810
13606138,77835291,Shared room,,42,4,4.5,2,1.0,20.0,,36.103717,-115.253334,2017-03-11 00:45:28.638907
14363019,9370403,Shared room,,8,11,4.5,1,1.0,10.0,,36.093032,-115.23145,2017-03-11 00:45:28.636142
14386434,9370403,Shared room,,8,8,4.0,1,1.0,17.0,,36.09276,-115.230744,2017-03-11 00:45:28.630064
15868589,38411820,Shared room,,21,10,5.0,3,1.0,25.0,,36.046021,-115.117081,2017-03-11 00:45:28.627391
13411378,76379671,Shared room,,4,10,4.5,2,1.0,17.0,,36.286564,-115.292645,2017-03-11 00:45:27.015462
16650068,6727048,Shared room,,10,1,0.0,1,1.0,30.0,,36.157603,-115.211449,2017-03-11 00:45:27.010815
14383634,9370403,Shared room,,8,1,0.0,2,1.0,20.0,,36.090448,-115.231315,2017-03-11 00:45:27.008489
15604838,37722860,Shared room,,41,1,0.0,2,1.0,25.0,,36.002859,-115.210449,2017-03-11 00:45:27.006238
14363770,9370403,Shared room,,8,4,4.0,1,1.0,17.0,,36.093273,-115.230692,2017-03-11 00:45:27.002888
16019580,103485863,Shared room,,18,4,5.0,2,1.0,25.0,,36.070702,-115.091684,2017-03-11 00:45:26.993042
17205686,103609035,Shared room,,16,0,0.0,2,1.0,30.0,,36.092572,-115.137773,2017-03-11 00:45:26.987608
14819759,66676797,Shared room,,20,9,4.5,1,1.0,31.0,,36.110964,-115.132318,2017-03-11 00:45:26.979158
13112927,48080639,Shared room,,8,22,4.5,2,1.0,18.0,,36.085341,-115.21989,2017-03-11 00:45:26.975864
14637472,38411820,Shared room,,21,11,5.0,3,1.0,25.0,,36.045412,-115.118412,2017-03-11 00:45:26.972454
14059881,13759047,Shared room,,16,15,4.0,2,1.0,15.0,,36.13341,-115.120193,2017-03-11 00:45:26.964929
12993474,13759047,Shared room,,15,10,4.5,8,1.0,21.0,,36.130823,-115.115995,2017-03-11 00:45:25.447444
17635072,117683250,Shared room,,18,0,0.0,1,1.0,16.0,,36.094637,-115.027068,2017-03-11 00:45:25.444745
16020364,103485863,Shared room,,20,4,5.0,2,1.0,25.0,,36.070873,-115.091782,2017-03-11 00:45:25.442267
9849544,48824451,Shared room,,16,25,5.0,3,1.0,30.0,,36.124849,-115.140903,2017-03-11 00:45:25.439192
16869255,112414908,Shared room,,15,0,0.0,2,1.0,27.0,,36.141548,-115.127965,2017-03-11 00:45:25.433054
10263413,32877529,Shared room,,5,28,5.0,2,1.0,30.0,,36.164822,-115.243148,2017-03-11 00:45:25.429809
17575492,34408303,Shared room,,16,0,0.0,1,1.0,20.0,,36.153757,-115.146179,2017-03-11 00:45:25.427238
8473478,34392625,Shared room,,8,35,4.5,2,1.0,35.0,,36.101401,-115.259425,2017-03-11 00:45:25.424351
16600508,52639085,Shared room,,3,2,0.0,1,1.0,18.0,,36.195311,-115.229803,2017-03-11 00:45:25.421710
15290890,58473627,Shared room,,11,17,4.5,1,1.0,30.0,,36.161953,-115.133196,2017-03-11 00:45:25.417320
12797907,66676797,Shared room,,20,32,5.0,1,1.0,31.0,,36.110621,-115.131411,2017-03-11 00:45:25.411593
13915545,13759047,Shared room,,16,5,5.0,8,1.0,21.0,,36.129384,-115.139798,2017-03-11 00:45:25.407660
17559066,34408303,Shared room,,16,0,0.0,1,1.0,20.0,,36.153524,-115.14605,2017-03-11 00:45:24.764563
10274329,34392625,Shared room,,8,16,4.5,1,1.0,25.0,,36.100842,-115.255813,2017-03-11 00:45:24.761947
17596000,117683250,Shared room,,18,0,0.0,1,1.0,25.0,,36.095612,-115.027898,2017-03-11 00:45:24.759320
15630013,13860507,Shared room,,41,15,4.5,4,1.0,17.0,,36.014996,-115.214974,2017-03-11 00:45:24.756879
15967595,103709301,Shared room,,11,11,4.5,1,1.0,15.0,,36.164348,-115.131085,2017-03-11 00:45:24.754279
14008584,9370403,Shared room,,8,13,4.5,1,1.0,17.0,,36.090989,-115.234245,2017-03-11 00:45:24.751893
14364190,9370403,Shared room,,8,9,4.5,1,1.0,17.0,,36.091001,-115.23292,2017-03-11 00:45:24.748932
14266376,52564300,Shared room,,9,10,5.0,2,1.0,22.0,,36.072726,-115.285408,2017-03-11 00:45:24.746686
7900941,41659507,Shared room,,18,14,4.5,1,1.0,25.0,,36.073028,-115.08601,2017-03-11 00:45:24.742774
7059033,5539754,Shared room,,18,81,5.0,2,1.0,25.0,,36.075596,-115.016055,2017-03-11 00:45:24.739805
15769278,38411820,Shared room,,21,25,5.0,3,1.0,25.0,,36.047448,-115.118538,2017-03-11 00:45:24.737389
13112904,9370403,Shared room,,8,26,4.5,1,1.0,20.0,,36.09089,-115.233298,2017-03-11 00:45:24.735010
13019821,54742990,Shared room,,42,60,5.0,2,1.0,26.0,,36.111587,-115.216205,2017-03-11 00:45:24.732544
13512445,30702852,Shared room,,8,61,5.0,2,1.0,29.0,,36.08436,-115.255372,2017-03-11 00:45:24.730137
14936827,37737484,Shared room,,20,12,4.5,1,1.0,26.0,,36.099315,-115.13663,2017-03-11 00:45:24.727576
15868759,38411820,Shared room,,21,14,5.0,3,1.0,25.0,,36.046003,-115.117935,2017-03-11 00:45:24.724765
15041040,37737484,Shared room,,16,10,5.0,1,1.0,26.0,,36.100201,-115.136975,2017-03-11 00:45:24.721948
16072484,82575239,Shared room,,16,24,4.5,1,1.0,20.0,,36.116748,-115.133745,2017-03-11 00:45:24.719198
10369522,12568111,Entire home/apt,,42,1,0.0,6,2.0,240.0,,36.10061,-115.213798,2017-03-11 00:36:21.857076
12400074,10981379,Entire home/apt,,8,0,0.0,6,2.0,208.0,,36.100414,-115.212282,2017-03-11 00:31:51.244159
11124994,10981379,Entire home/apt,,42,0,0.0,6,2.0,177.0,,36.100652,-115.214099,2017-03-11 00:29:52.875088
4985668,4385059,Entire home/apt,,8,2,0.0,6,2.0,159.0,,36.099452,-115.212903,2017-03-11 00:29:52.865529
6203595,5421592,Entire home/apt,,42,14,4.5,5,2.0,150.0,,36.112184,-115.187328,2017-03-11 00:29:29.139427
6224605,32281770,Entire home/apt,,16,0,0.0,6,2.0,600.0,,36.141317,-115.162005,2017-03-11 00:27:30.832275
3257260,1314138,Entire home/apt,,16,0,0.0,6,2.0,699.0,,36.139106,-115.161985,2017-03-11 00:27:29.489239
6544380,9030279,Entire home/apt,,42,0,0.0,6,2.0,119.0,,36.100812,-115.212292,2017-03-11 00:20:42.770530
6544903,9030279,Entire home/apt,,9,0,0.0,6,2.0,119.0,,36.107528,-115.306021,2017-03-11 00:20:21.877675
14051146,24662836,Entire home/apt,,8,0,0.0,4,1.0,99.0,,36.09867,-115.217056,2017-03-11 00:19:35.617679
10941056,43891518,Entire home/apt,,41,1,0.0,16,7.0,749.0,,36.051286,-115.163971,2017-03-11 00:17:59.221910
8409121,44297031,Entire home/apt,,5,8,5.0,16,8.0,750.0,,36.146093,-115.266945,2017-03-11 00:17:59.212260
4982299,2677753,Entire home/apt,,16,0,0.0,6,2.0,599.0,,36.101933,-115.157487,2017-03-11 00:17:55.373648
13013356,12018637,Entire home/apt,,16,0,0.0,10,4.0,666.0,,36.129955,-115.145163,2017-03-11 00:17:51.564063
17249461,116240666,Entire home/apt,,16,0,0.0,4,2.0,260.0,,36.106815,-115.174741,2017-03-11 00:15:29.154946
10324626,4385059,Entire home/apt,,42,1,0.0,6,2.0,169.0,,36.101171,-115.213254,2017-03-11 00:12:21.380247
13770168,79133283,Entire home/apt,,8,1,0.0,4,1.0,80.0,,36.10012,-115.218594,2017-03-11 00:04:53.201598
9863618,48019827,Entire home/apt,,8,0,0.0,4,2.0,80.0,,36.069222,-115.250431,2017-03-11 00:04:53.197299
16507986,26805375,Entire home/apt,,16,1,0.0,5,2.0,74.0,,36.113264,-115.152669,2017-03-11 00:04:53.194499
17193722,113727454,Entire home/apt,,6,1,0.0,4,2.0,80.0,,36.188462,-115.135128,2017-03-11 00:04:37.357440
16286704,78546187,Entire home/apt,,6,0,0.0,6,3.0,56.0,,36.211271,-115.11206,2017-03-11 00:04:28.912683
13234858,46824722,Entire home/apt,,16,25,4.5,4,0.0,42.0,,36.126275,-115.140321,2017-03-11 00:04:27.448712
14977668,72956424,Entire home/apt,,5,5,5.0,12,4.0,2500.0,,36.146275,-115.25625,2017-03-11 00:04:21.893015
17419464,63091667,Entire home/apt,,29,0,0.0,12,5.0,1003.0,,36.030424,-115.074757,2017-03-11 00:04:19.202328
13101052,43891518,Entire home/apt,,42,3,5.0,14,6.0,549.0,,36.116635,-115.217306,2017-03-11 00:04:10.300922
14918599,93739412,Entire home/apt,,16,1,0.0,6,2.0,600.0,,36.129114,-115.171761,2017-03-11 00:04:10.292573
1428805,2677753,Entire home/apt,,16,0,0.0,4,1.0,499.0,,36.101789,-115.157548,2017-03-11 00:01:53.054248
999048,661691,Entire home/apt,,42,1,0.0,6,2.0,247.0,,36.101074,-115.214226,2017-03-10 23:57:10.517400
14058105,24662836,Entire home/apt,,8,1,0.0,6,2.0,269.0,,36.099332,-115.218837,2017-03-10 23:57:07.825923
11124942,10981379,Entire home/apt,,8,0,0.0,4,1.0,145.0,,36.099681,-115.212878,2017-03-10 23:45:00.248811
5719365,2207130,Entire home/apt,,8,0,0.0,6,1.0,159.0,,36.099185,-115.217685,2017-03-10 23:44:55.293937
2201867,11213456,Entire home/apt,,8,6,3.5,4,2.0,170.0,,36.096256,-115.241665,2017-03-10 23:44:55.271426
1706924,2207130,Entire home/apt,,8,3,4.5,8,2.0,179.0,,36.098996,-115.211477,2017-03-10 23:44:55.268190
11229023,10981379,Entire home/apt,,19,0,0.0,2,0.0,175.0,,36.803105,-114.096914,2017-03-10 23:39:44.577449
8250967,12741276,Entire home/apt,,16,0,0.0,4,2.0,125.0,,36.060597,-115.172068,2017-03-10 23:38:22.077986
11370085,12609853,Entire home/apt,,41,2,0.0,4,1.0,110.0,,36.03904,-115.174455,2017-03-10 23:34:04.168893
14042071,24662836,Entire home/apt,,42,1,0.0,2,1.0,109.0,,36.100371,-115.218937,2017-03-10 23:32:47.082268
12001600,64176612,Entire home/apt,,19,2,0.0,6,2.0,81.0,,36.802726,-114.092153,2017-03-10 23:26:00.396484
17193895,113727454,Entire home/apt,,14,1,0.0,3,1.0,60.0,,36.133409,-115.065735,2017-03-10 23:22:15.783318
14759086,24939056,Entire home/apt,,42,0,0.0,3,2.0,50.0,,36.110985,-115.212071,2017-03-10 23:21:50.463936
12951193,48248206,Entire home/apt,,20,0,0.0,4,2.0,53.0,,36.095679,-115.105867,2017-03-10 23:21:47.547482
7097335,37201064,Entire home/apt,,20,0,0.0,4,1.0,50.0,,36.099776,-115.100768,2017-03-10 23:21:47.544761
10335649,52707446,Entire home/apt,,16,32,5.0,2,0.0,59.0,,36.10588,-115.153443,2017-03-10 23:21:46.094584
14889105,22615317,Entire home/apt,,11,1,0.0,2,1.0,55.0,,36.166628,-115.138901,2017-03-10 23:21:46.091855
10853117,52707446,Entire home/apt,,16,32,4.5,2,0.0,59.0,,36.104804,-115.152274,2017-03-10 23:21:46.079621
14552937,14018642,Entire home/apt,,20,26,5.0,3,1.0,59.0,,36.09697,-115.102319,2017-03-10 23:21:44.318990
13802973,81188599,Entire home/apt,,11,0,0.0,3,0.0,58.0,,36.167838,-115.139245,2017-03-10 23:21:44.314113
13453284,52707446,Entire home/apt,,16,23,5.0,2,0.0,59.0,,36.105153,-115.153491,2017-03-10 23:21:44.303502
17458027,100436799,Entire home/apt,,2,1,0.0,4,2.0,59.0,,36.1458,-115.311717,2017-03-10 23:21:44.292745
17594993,110725835,Entire home/apt,,8,0,0.0,3,1.0,49.0,,36.082721,-115.26949,2017-03-10 23:21:44.287807
9138958,47596378,Entire home/apt,,28,65,4.5,9,3.0,58.0,,36.229479,-115.066069,2017-03-10 23:21:44.284249
16260366,44712543,Entire home/apt,,20,13,5.0,3,1.0,59.0,,36.099974,-115.121281,2017-03-10 23:21:42.820589
13667345,52707446,Entire home/apt,,16,15,4.0,2,0.0,51.0,,36.105539,-115.148649,2017-03-10 23:21:42.802985
13175392,52707446,Entire home/apt,,16,16,4.5,2,0.0,55.0,,36.105743,-115.146813,2017-03-10 23:21:42.794716
17603469,68457911,Entire home/apt,,35,0,0.0,6,3.0,59.0,,35.990949,-115.222724,2017-03-10 23:21:41.489459
10300850,52707446,Entire home/apt,,16,15,4.5,3,0.0,56.0,,36.107137,-115.146875,2017-03-10 23:21:41.484037
15884661,103008377,Entire home/apt,,29,7,5.0,3,1.0,55.0,,36.02802,-115.001999,2017-03-10 23:21:40.280715
15573147,85403418,Entire home/apt,,42,0,0.0,2,1.0,49.0,,36.113363,-115.216001,2017-03-10 23:21:40.276400
8690145,8290530,Entire home/apt,,16,52,4.0,4,1.0,45.0,,36.134371,-115.133298,2017-03-10 23:21:40.271016
11928827,52707446,Entire home/apt,,16,20,5.0,2,0.0,54.0,,36.105382,-115.15261,2017-03-10 23:21:40.264836
16858971,112316339,Entire home/apt,,16,5,5.0,3,0.0,49.0,,36.117917,-115.149146,2017-03-10 23:21:40.255280
7381354,38509931,Entire home/apt,,16,137,4.5,2,1.0,59.0,,36.114741,-115.132506,2017-03-10 23:21:38.825620
9149258,38509931,Entire home/apt,,20,133,4.5,2,1.0,59.0,,36.113169,-115.135141,2017-03-10 23:21:38.822477
15370652,98181536,Entire home/apt,,42,0,0.0,2,1.0,59.0,,36.118009,-115.212766,2017-03-10 23:21:38.815618
13021353,52707446,Entire home/apt,,16,40,4.5,2,0.0,39.0,,36.105474,-115.153793,2017-03-10 23:21:36.288092
14233583,86528373,Entire home/apt,,20,9,4.5,2,1.0,39.0,,36.093424,-115.0977,2017-03-10 23:21:36.285786
16644052,45759375,Entire home/apt,,4,0,0.0,8,3.0,4000.0,,36.300271,-115.304413,2017-03-10 23:21:34.741381
16290143,9758971,Entire home/apt,,42,0,0.0,10,1.0,1888.0,,36.115491,-115.197166,2017-03-10 23:21:34.738828
16600368,63091667,Entire home/apt,,8,0,0.0,16,8.0,1698.0,,36.080108,-115.236104,2017-03-10 23:21:34.736544
11840803,63091667,Entire home/apt,,10,0,0.0,16,8.0,1698.0,,36.153917,-115.221717,2017-03-10 23:21:34.733706
16544451,64226294,Entire home/apt,,16,0,0.0,14,6.0,3000.0,,36.111252,-115.170121,2017-03-10 23:21:34.729087
16944281,43891518,Entire home/apt,,41,0,0.0,16,8.0,2000.0,,35.995338,-115.164435,2017-03-10 23:21:34.726996
16944412,43891518,Entire home/apt,,41,0,0.0,16,8.0,2000.0,,35.994957,-115.163575,2017-03-10 23:21:34.724303
11872935,43891518,Entire home/apt,,8,2,0.0,16,10.0,1750.0,,36.082963,-115.220578,2017-03-10 23:21:33.527013
13210210,43891518,Entire home/apt,,10,1,0.0,16,9.0,1750.0,,36.150846,-115.220931,2017-03-10 23:21:33.524462
16943501,43891518,Entire home/apt,,41,0,0.0,16,10.0,2200.0,,35.995039,-115.161917,2017-03-10 23:21:33.521915
14772259,43891518,Entire home/apt,,5,0,0.0,16,10.0,4000.0,,36.130278,-115.230814,2017-03-10 23:21:33.519449
5258823,27219513,Entire home/apt,,16,0,0.0,5,2.0,2000.0,,36.141605,-115.153707,2017-03-10 23:21:33.517345
10940479,43891518,Entire home/apt,,8,0,0.0,16,10.0,1750.0,,36.065339,-115.193245,2017-03-10 23:21:33.512516
16096368,63091667,Entire home/apt,,12,0,0.0,16,8.0,1586.0,,36.16382,-115.016494,2017-03-10 23:21:33.510000
7477011,23314520,Entire home/apt,,11,0,0.0,6,2.0,1999.0,,36.169539,-115.136003,2017-03-10 23:21:33.505743
16465892,26360729,Entire home/apt,,16,0,0.0,16,3.0,9800.0,,36.128566,-115.171674,2017-03-10 23:21:33.502721
212339,1095192,Entire home/apt,,20,4,5.0,16,10.0,2500.0,,36.083807,-115.111402,2017-03-10 23:21:33.500651
5806198,30123545,Entire home/apt,,16,0,0.0,2,0.0,3000.0,,36.103248,-115.169158,2017-03-10 23:21:33.497761
6212006,32211297,Entire home/apt,,35,0,0.0,4,3.0,2500.0,,35.987422,-115.223557,2017-03-10 23:21:33.494998
6184065,32076071,Entire home/apt,,16,0,0.0,4,2.0,1750.0,,36.106903,-115.163771,2017-03-10 23:21:33.492669
17047706,72956424,Entire home/apt,,8,1,0.0,16,7.0,1850.0,,36.04809,-115.208084,2017-03-10 23:21:33.489937
15328782,43891518,Entire home/apt,,20,3,4.5,16,7.0,2000.0,,36.056204,-115.107566,2017-03-10 23:21:33.487472
137104,670587,Entire home/apt,,42,46,5.0,8,2.0,1900.0,,36.113632,-115.199698,2017-03-10 23:21:33.483963
9694868,6914717,Entire home/apt,,13,1,0.0,16,8.0,1000.0,,36.308839,-115.251726,2017-03-10 23:21:31.959093
15553880,42452615,Entire home/apt,,10,0,0.0,16,7.0,1000.0,,36.171799,-115.173588,2017-03-10 23:21:30.556788
13261877,74535885,Entire home/apt,,8,0,0.0,16,8.0,1295.0,,36.082959,-115.228147,2017-03-10 23:21:30.553650
11904445,6914717,Entire home/apt,,10,2,0.0,15,10.0,1450.0,,36.164147,-115.183194,2017-03-10 23:21:30.548662
10519089,6914717,Entire home/apt,,20,8,4.5,16,8.0,1200.0,,36.084108,-115.113338,2017-03-10 23:21:30.544199
15454986,461037,Entire home/apt,,23,0,0.0,7,4.0,1400.0,,35.965908,-115.077091,2017-03-10 23:21:30.541980
12987701,63091667,Entire home/apt,,5,0,0.0,14,6.0,1250.0,,36.147732,-115.250421,2017-03-10 23:21:30.539546
17348439,43891518,Entire home/apt,,5,0,0.0,12,4.0,1000.0,,36.131992,-115.255296,2017-03-10 23:21:30.537309
16415627,64226294,Entire home/apt,,16,0,0.0,10,3.0,1500.0,,36.110473,-115.173655,2017-03-10 23:21:30.535224
10943920,43891518,Entire home/apt,,5,2,0.0,16,10.0,1500.0,,36.130915,-115.250195,2017-03-10 23:21:30.531126
13598248,78616920,Entire home/apt,,18,1,0.0,16,10.0,1500.0,,36.080037,-115.090354,2017-03-10 23:21:30.527076
12384896,38460440,Entire home/apt,,42,2,0.0,8,3.0,1311.0,,36.113402,-115.197501,2017-03-10 23:21:30.517348
14088280,84729565,Entire home/apt,,34,0,0.0,4,2.0,800.0,,36.188065,-115.295012,2017-03-10 23:21:29.185672
17465960,43891518,Entire home/apt,,29,0,0.0,12,6.0,1000.0,,36.017755,-115.106355,2017-03-10 23:21:29.183311
16469323,461037,Entire home/apt,,42,0,0.0,16,8.0,935.0,,36.11144,-115.207525,2017-03-10 23:21:29.180752
16416354,64226294,Entire home/apt,,16,1,0.0,8,2.0,875.0,,36.111169,-115.17174,2017-03-10 23:21:29.174465
16258362,461037,Entire home/apt,,41,0,0.0,12,5.0,735.0,,35.993676,-115.150268,2017-03-10 23:21:27.880828
16644653,109993818,Entire home/apt,,35,0,0.0,8,5.0,350.0,,36.006876,-115.251417,2017-03-10 23:17:32.970787
14502792,73776383,Entire home/apt,,16,0,0.0,6,2.0,350.0,,36.138733,-115.161283,2017-03-10 23:17:32.964006
13109976,72881302,Entire home/apt,,13,1,0.0,7,3.0,475.0,,36.277891,-115.221767,2017-03-10 23:17:32.957230
7204129,37721777,Entire home/apt,,9,10,5.0,12,4.0,450.0,,36.104334,-115.310666,2017-03-10 23:17:32.952006
8067535,10625277,Entire home/apt,,2,2,0.0,8,3.0,428.0,,36.17935,-115.335966,2017-03-10 23:17:31.393962
5000196,20056779,Entire home/apt,,37,4,5.0,6,3.0,365.0,,36.203254,-115.276376,2017-03-10 23:17:30.051170
1113286,1314138,Entire home/apt,,16,11,4.5,6,2.0,499.0,,36.105601,-115.170185,2017-03-10 23:17:30.040263
